,Year,Data Type,Institution,Degree Name,Discipline Name,Non Res Alien M,Non Res Alien F,Unknown M,Unknown F,Hispanic M,Hispanic F,American Indian M,American Indian F,Asian American M,Asian American F,African American M,African American F,Hawaiian/pac.isl M,Hawaiian/pac.isl F,White M,White F,Multiracial M,Multiracial F,Total
242,2020,Enrollment,Air Force Institute of Technology,Electrical Engineering (M.S),Electrical Engineering,2,0,2,1,4,0,0,0,6,0,4,1,0,0,42,4,2,0,68
243,2020,Enrollment,Air Force Institute of Technology,Engineering Management (M.S),Engineering Management,1,0,3,0,1,1,0,0,0,1,3,0,0,0,35,8,2,1,56
244,2020,Enrollment,Air Force Institute of Technology,Environmental Engineering and Science (M.S),Environmental Engineering,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,0,0,9
245,2020,Enrollment,Air Force Institute of Technology,Industrial Hygiene (M.S),Other Engineering Disciplines,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,3
246,2020,Enrollment,Air Force Institute of Technology,Logistics (M.S.),Other Engineering Disciplines,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
247,2020,Enrollment,Air Force Institute of Technology,Logistics and Supply Chain Management (M.S.),Other Engineering Disciplines,0,0,1,0,2,1,0,0,0,0,3,1,0,0,9,1,1,0,19
248,2020,Enrollment,Air Force Institute of Technology,Materials Science (M.S),Aerospace Engineering,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2
249,2020,Enrollment,Air Force Institute of Technology,Nuclear Engineering (M.S),Nuclear Engineering,0,0,4,0,0,0,0,0,0,0,0,0,0,0,14,0,2,0,20
250,2020,Enrollment,Air Force Institute of Technology,Operations Management (M.S),Other Engineering Disciplines,0,0,2,0,1,0,0,0,0,0,2,0,0,0,11,0,0,0,16
251,2020,Enrollment,Air Force Institute of Technology,Operations Research (M.S),Other Engineering Disciplines,0,0,2,2,8,1,1,0,2,1,5,0,0,1,30,7,5,0,65
252,2020,Enrollment,Air Force Institute of Technology,Optical Science and Engineering (M.S),Engr. Science and Engr. Physics,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2
253,2020,Enrollment,Air Force Institute of Technology,Scientific and Technical Intelligence (M.S),Other Engineering Disciplines,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,1,1,7
254,2020,Enrollment,Air Force Institute of Technology,Space Systems (M.S),Aerospace Engineering,0,0,3,0,0,0,0,0,1,0,0,1,0,0,7,2,0,0,14
255,2020,Enrollment,Air Force Institute of Technology,Systems Engineering (M.S),Industrial/Manufacturing/Systems Engineering,1,0,0,0,1,0,0,0,1,1,1,0,0,0,23,4,2,2,36
256,2020,Enrollment,Air Force Institute of Technology,Aeronautical Engineering (Ph.D.),Aerospace Engineering,0,0,1,0,1,0,0,0,0,0,0,0,0,0,10,1,0,0,13
257,2020,Enrollment,Air Force Institute of Technology,Applied Mathematics (Ph.D.),Other Engineering Disciplines,0,0,1,0,2,0,0,0,1,0,0,0,0,0,7,2,0,0,13
258,2020,Enrollment,Air Force Institute of Technology,Applied Physics (Ph.D.),Engr. Science and Engr. Physics,0,0,1,0,2,0,0,0,0,0,0,0,0,0,7,3,0,1,14
259,2020,Enrollment,Air Force Institute of Technology,Astronautical Engineering (Ph.D.),Aerospace Engineering,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,0,8
260,2020,Enrollment,Air Force Institute of Technology,Computer Engineering (Ph.D.),Computer Engineering,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3
261,2020,Enrollment,Air Force Institute of Technology,Computer Science (Ph.D.),Computer Science (inside engineering),0,0,1,0,1,0,0,0,1,0,0,0,0,0,5,1,0,0,9
262,2020,Enrollment,Air Force Institute of Technology,Electrical Engineering (Ph.D.),Electrical Engineering,0,0,3,0,0,0,0,0,2,0,0,0,0,0,12,0,2,1,20
263,2020,Enrollment,Air Force Institute of Technology,Logistics (Ph.D.),Other Engineering Disciplines,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,5
264,2020,Enrollment,Air Force Institute of Technology,Materials Science (Ph.D.),Aerospace Engineering,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2
265,2020,Enrollment,Air Force Institute of Technology,Nuclear Engineering (Ph.D.),Nuclear Engineering,0,0,0,0,1,0,0,0,1,0,1,0,0,0,9,1,0,0,13
266,2020,Enrollment,Air Force Institute of Technology,Operations Research (Ph.D.),Other Engineering Disciplines,1,0,0,0,1,0,0,0,0,0,1,0,0,0,13,1,0,0,17
267,2020,Enrollment,Air Force Institute of Technology,Optical Science and Engineering (Ph.D.),Engr. Science and Engr. Physics,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2
268,2020,Enrollment,Air Force Institute of Technology,Space Systems (Ph.D.),Aerospace Engineering,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2
269,2020,Enrollment,Air Force Institute of Technology,Systems Engineering (Ph.D.),Industrial/Manufacturing/Systems Engineering,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,0,0,7
270,2020,Enrollment,"Alfred University, NY State College of Ceramics",Biomaterials Engineering (B.S.),Biomedical Engineering,0,0,0,2,1,1,0,0,0,0,0,1,0,0,14,13,0,0,32
271,2020,Enrollment,"Alfred University, NY State College of Ceramics",Ceramic Engineering (B.S.),Metallurgical and Matrls. Engineering,0,0,2,0,2,0,0,0,0,0,0,0,0,0,26,14,0,1,45
272,2020,Enrollment,"Alfred University, NY State College of Ceramics",Glass Engineering Science (B.S.),Metallurgical and Matrls. Engineering,0,0,0,0,1,1,0,0,1,0,0,1,0,0,9,5,1,0,19
273,2020,Enrollment,"Alfred University, NY State College of Ceramics",Materials Science & Engineering (B.S.),Metallurgical and Matrls. Engineering,2,0,4,1,0,1,0,0,0,0,1,0,0,0,24,6,0,0,39
274,2020,Enrollment,"Alfred University, NY State College of Ceramics",Mechanical Engineering (B.S.),Mechanical Engineering,43,3,9,1,5,0,0,0,3,0,10,1,1,0,81,12,0,0,169
275,2020,Enrollment,"Alfred University, NY State College of Ceramics",Renewable Energy Engineering (B.S.),Other Engineering Disciplines,28,1,2,0,0,1,0,0,0,0,1,0,0,0,6,3,0,0,42
276,2020,Enrollment,"Alfred University, NY State College of Ceramics",Undeclared,Other Engineering Disciplines,0,0,3,0,1,0,0,0,1,0,3,1,1,0,20,4,0,0,34
277,2020,Enrollment,"Alfred University, NY State College of Ceramics",Biomaterials Engineering (M.S.),Biomedical Engineering,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
278,2020,Enrollment,"Alfred University, NY State College of Ceramics",Ceramic Engineering (M.S.),Metallurgical and Matrls. Engineering,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2
279,2020,Enrollment,"Alfred University, NY State College of Ceramics",Electrical Engineering (M.S.),Electrical Engineering,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280,2020,Enrollment,"Alfred University, NY State College of Ceramics",Glass Science (M.S.),Metallurgical and Matrls. Engineering,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
281,2020,Enrollment,"Alfred University, NY State College of Ceramics",Materials Science & Engineering (M.S.),Metallurgical and Matrls. Engineering,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,7
282,2020,Enrollment,"Alfred University, NY State College of Ceramics",Mechanical Engineering (M.S.),Mechanical Engineering,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
283,2020,Enrollment,"Alfred University, NY State College of Ceramics",Ceramics (Ph.D.),Metallurgical and Matrls. Engineering,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3
284,2020,Enrollment,"Alfred University, NY State College of Ceramics",Glass Science (Ph.D.),Metallurgical and Matrls. Engineering,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,4
285,2020,Enrollment,"Alfred University, NY State College of Ceramics",Materials Science & Engineering (Ph.D),Metallurgical and Matrls. Engineering,2,3,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,9
286,2020,Enrollment,Arizona State University,"Aeronautical Management Technology (B.S., B.A.S.)",Aerospace Engineering Technology,30,2,4,0,76,16,2,2,18,6,22,2,3,1,215,36,29,6,470
287,2020,Enrollment,Arizona State University,Aerospace Engineering (B.S.E.),Aerospace Engineering,47,5,8,5,163,34,6,2,68,15,16,2,0,1,353,54,27,4,810
288,2020,Enrollment,Arizona State University,Biomedical Engineering (B.S.E.),Biomedical Engineering,10,13,9,4,78,81,1,3,46,50,10,17,2,1,124,140,19,17,625
289,2020,Enrollment,Arizona State University,Chemical Engineering (B.S.E.),Chemical Engineering,47,7,6,3,59,42,2,0,29,35,8,12,0,0,182,88,14,12,546
290,2020,Enrollment,Arizona State University,Civil Engineering (B.S.E.),Civil/Environmental Engineering,40,8,7,2,122,44,8,1,15,9,17,6,0,2,173,67,10,3,534
291,2020,Enrollment,Arizona State University,Computer Science (B.S.),Computer Science (inside engineering),367,65,60,6,432,87,11,3,551,154,67,20,3,1,956,168,122,39,3112
292,2020,Enrollment,Arizona State University,Computer Systems Engineering (B.S.E.),Computer Engineering,26,5,9,2,78,10,1,0,43,14,8,5,0,0,154,11,15,4,385
293,2020,Enrollment,Arizona State University,Construction Engineering (B.S.E.),Civil Engineering,7,0,1,1,23,7,1,1,0,3,1,0,0,0,22,4,1,1,73
294,2020,Enrollment,Arizona State University,Construction Management and Technology (B.S.),Construction Engineering Technology,4,1,4,0,108,20,9,2,12,1,7,0,0,0,212,17,15,1,413
295,2020,Enrollment,Arizona State University,Electrical Engineering (B.S.E.),Electrical Engineering,80,9,16,4,213,32,11,3,87,19,32,3,4,0,480,83,20,14,1110
296,2020,Enrollment,Arizona State University,Engineering (B.S.E.),Engineering (General),49,4,7,1,189,46,10,3,45,9,27,5,3,1,332,40,21,5,797
297,2020,Enrollment,Arizona State University,Engineering Management (B.S.E.),Industrial/Manufacturing/Systems Engineering,14,4,1,0,36,16,2,0,11,8,3,3,1,0,116,32,5,5,257
298,2020,Enrollment,Arizona State University,Environmental & Resource Management (B.S.),Other Eng. Technology Disciplines,0,1,0,0,4,2,2,1,1,1,0,0,0,0,2,9,1,1,25
299,2020,Enrollment,Arizona State University,Environmental Engineering (B.S.E.),Environmental Engineering,7,3,3,0,16,24,0,4,6,6,1,0,0,0,25,56,4,4,159
300,2020,Enrollment,Arizona State University,"Graphic Information Technology (B.S., B.A.S.)",Computer Engineering Technology,7,3,4,8,80,83,3,6,23,30,17,22,0,1,167,224,14,23,715
301,2020,Enrollment,Arizona State University,Human Systems Engineering (B.S.),Other Eng. Technology Disciplines,0,0,1,1,12,7,1,1,3,4,5,2,0,0,13,18,4,0,72
302,2020,Enrollment,Arizona State University,Industrial Engineering (B.S.E.),Industrial/Manufacturing/Systems Engineering,56,14,1,4,27,18,0,0,21,8,3,1,0,0,53,25,5,4,240
303,2020,Enrollment,Arizona State University,Informatics (B.S.),Computer Science (inside engineering),6,2,0,0,16,5,0,1,18,4,5,3,0,0,37,12,5,5,119
304,2020,Enrollment,Arizona State University,Information Technology (B.S.),Computer Engineering Technology,22,2,17,4,138,33,12,3,79,20,78,23,1,0,428,93,37,9,999
305,2020,Enrollment,Arizona State University,Manufacturing Engineering (B.S.),Industrial/Manufacturing/Systems Engineering,1,0,0,0,5,0,0,0,3,0,3,1,1,0,19,0,3,0,36
306,2020,Enrollment,Arizona State University,Materials Science and Engineering (B.S.E.),Metallurgical and Matrls. Engineering,8,2,1,0,14,11,2,0,13,7,3,3,0,0,49,14,3,3,133
307,2020,Enrollment,Arizona State University,Mechanical Engineering (B.S.E.),Mechanical Engineering,126,8,19,3,271,50,10,3,86,30,27,4,1,1,574,100,54,13,1380
308,2020,Enrollment,Arizona State University,Software Engineering (B.S.),Computer Science (inside engineering),11,5,14,2,87,24,8,0,43,7,18,7,1,0,289,68,24,9,617
309,2020,Enrollment,Arizona State University,"Technological Entrepreneurship & Management (B.S., B.A.S.)",Industrial/Manufacturing Eng. Tech.,5,1,3,3,31,10,1,1,10,8,7,7,1,0,76,24,13,6,207
310,2020,Enrollment,Arizona State University,Aeronautical Management Technology (M.S. Tech.),Aerospace Engineering Technology,2,3,0,0,0,0,0,0,0,0,0,0,0,0,7,2,1,0,15
311,2020,Enrollment,Arizona State University,Aerospace Engineering (M.S.),Aerospace Engineering,13,4,0,0,4,0,0,0,3,1,0,0,0,0,17,4,1,0,47
312,2020,Enrollment,Arizona State University,Biomedical Engineering (M.S.),Biomedical Engineering,7,8,0,0,2,8,0,0,2,3,0,1,0,0,15,7,0,0,53
313,2020,Enrollment,Arizona State University,Chemical Engineering (M.S.),Chemical Engineering,20,0,0,0,3,0,0,0,0,3,0,0,0,0,9,1,0,0,36
314,2020,Enrollment,Arizona State University,"Civil, Environmental and Sustainable Engineering (Civil) (M.S., M.S.E.)",Civil Engineering,16,3,0,0,0,0,0,0,2,0,0,0,0,0,10,1,0,1,33
315,2020,Enrollment,Arizona State University,"Civil, Environmental and Sustainable Engineering (Env.) (M.S., M.S.E.)",Environmental Engineering,6,4,0,0,1,2,0,1,2,1,0,0,0,0,6,5,1,0,29
316,2020,Enrollment,Arizona State University,Computer Engineering (M.S.),Computer Engineering,99,46,1,0,4,0,0,0,2,0,0,0,0,0,10,1,1,0,164
317,2020,Enrollment,Arizona State University,"Computer Science (M.S., M.C.S.)",Computer Science (inside engineering),354,129,3,0,11,2,0,1,33,9,7,1,1,0,53,7,3,2,616
318,2020,Enrollment,Arizona State University,Construction Engineering (M.S.E.),Civil Engineering,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
319,2020,Enrollment,Arizona State University,Construction Management and Technology (M.S.),Construction Engineering Technology,22,16,1,1,4,1,0,1,3,0,1,0,0,0,13,4,0,1,68
320,2020,Enrollment,Arizona State University,"Electrical Engineering (M.S., M.S.E.)",Electrical Engineering,105,33,1,0,6,2,0,0,5,2,1,0,0,0,27,4,2,1,189
321,2020,Enrollment,Arizona State University,"Engineering (M.Eng., M.S.)",Engineering (General),6,1,0,0,5,3,0,1,4,1,3,0,0,0,15,1,1,0,41
322,2020,Enrollment,Arizona State University,Engineering Science ( M.S.E.),Other Engineering Disciplines,0,1,0,0,1,0,0,0,2,0,0,0,0,0,3,1,0,0,8
323,2020,Enrollment,Arizona State University,Environmental and Resource Management,Other Eng. Technology Disciplines,4,3,0,0,1,1,0,1,0,2,0,0,0,0,6,11,2,0,31
324,2020,Enrollment,Arizona State University,Graphic Information technology (M.S.),Computer Engineering Technology,0,0,0,0,1,3,0,0,0,4,0,0,0,0,4,12,0,2,26
325,2020,Enrollment,Arizona State University,Human Systems Engineering (M.S.),Other Eng. Technology Disciplines,1,5,1,0,3,1,0,0,1,0,0,1,0,0,4,4,1,0,22
326,2020,Enrollment,Arizona State University,Industrial Engineering (M.S.),Industrial/Manufacturing/Systems Engineering,36,5,0,0,3,0,0,0,1,1,0,0,0,0,7,5,1,0,59
327,2020,Enrollment,Arizona State University,Information Technology (M.S.),Computer Engineering Technology,31,13,1,0,3,1,1,2,6,0,1,0,0,0,9,3,0,0,71
328,2020,Enrollment,Arizona State University,Manufacturing Engineering (M.S.),Industrial/Manufacturing/Systems Engineering,9,0,0,0,0,0,0,0,0,1,0,0,0,0,5,0,0,0,15
329,2020,Enrollment,Arizona State University,Materials Science and Engineering (M.S.),Metallurgical and Matrls. Engineering,22,10,0,0,0,1,0,0,1,2,1,0,0,0,6,3,0,0,46
330,2020,Enrollment,Arizona State University,Mechanical Engineering (M.S.),Mechanical Engineering,83,10,0,0,12,1,0,1,3,2,0,0,0,0,29,3,1,0,145
331,2020,Enrollment,Arizona State University,Modern Energy Production and Sustainable Use (M.S.),Other Engineering Disciplines,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
332,2020,Enrollment,Arizona State University,"Robotics & Autonomous Systems (Artificial Intellignece), MS",Other Engineering Disciplines,33,6,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,41
333,2020,Enrollment,Arizona State University,"Robotics & Autonomous Systems (Electrical Engineering), MS",Other Engineering Disciplines,7,5,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,16
334,2020,Enrollment,Arizona State University,"Robotics & Autonomous Systems (Mechanical and Aerospace Engineering), MS",Other Engineering Disciplines,24,1,0,0,0,0,0,0,0,0,0,0,0,0,6,1,1,0,33
335,2020,Enrollment,Arizona State University,"Robotics & Autonomous Systems (Systems Engineering), MS",Other Engineering Disciplines,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5
336,2020,Enrollment,Arizona State University,Software Engineering (M.S.),Computer Science (inside engineering),93,28,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,125
337,2020,Enrollment,Arizona State University,Solar Energy Engineering & Commercialization (P.S.M.),Mechanical Engineering,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,3
338,2020,Enrollment,Arizona State University,Sustainable Engineering (M.S.E.),Civil/Environmental Engineering,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
339,2020,Enrollment,Arizona State University,Technological Entrepreneurship & Management (M.S. Tech.),Industrial/Manufacturing Eng. Tech.,4,1,0,0,0,0,0,1,0,0,0,0,0,0,2,1,0,0,9
340,2020,Enrollment,Arizona State University,User Experience,Other Eng. Technology Disciplines,4,2,0,0,1,5,0,0,0,5,0,0,0,0,3,3,1,0,24
341,2020,Enrollment,Arizona State University,Aerospace Engineering (Ph.D.),Aerospace Engineering,7,0,0,0,0,0,0,0,1,0,0,0,0,0,3,1,0,0,12
342,2020,Enrollment,Arizona State University,Biological Design,Other Engineering Disciplines,2,2,0,1,1,1,0,0,1,0,0,0,0,1,6,8,0,0,23
343,2020,Enrollment,Arizona State University,Biomedical Engineering (Ph.D.),Biomedical Engineering,12,11,0,0,3,0,0,0,2,3,0,0,0,0,4,6,2,0,43
344,2020,Enrollment,Arizona State University,Chemical Engineering (Ph.D.),Chemical Engineering,13,5,1,1,1,2,0,0,0,3,0,0,0,0,9,4,1,0,40
345,2020,Enrollment,Arizona State University,Civil and Environmental Engineering (Civil) (Ph.D.),Civil Engineering,17,14,1,0,0,1,0,0,0,0,1,0,0,0,3,3,0,0,40
346,2020,Enrollment,Arizona State University,Civil and Environmental Engineering (Env.) (Ph.D.),Environmental Engineering,24,11,0,0,1,5,0,0,0,1,0,0,0,0,2,10,0,0,54
347,2020,Enrollment,Arizona State University,Computer Engineering (Ph.D.),Computer Engineering,45,10,1,0,0,0,0,0,2,0,0,0,0,0,8,1,0,0,67
348,2020,Enrollment,Arizona State University,Computer Science (Ph.D.),Computer Science (inside engineering),83,32,1,0,3,0,0,0,2,2,0,0,0,0,19,6,4,0,152
349,2020,Enrollment,Arizona State University,Construction Management (Ph.D.),Construction Engineering Technology,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,5
350,2020,Enrollment,Arizona State University,Electrical Engineering (Ph.D.),Electrical Engineering,154,29,1,0,6,0,0,0,1,0,1,0,0,0,29,4,1,0,226
351,2020,Enrollment,Arizona State University,Engineering Education Systems and Design (Ph.D.),Other Engineering Disciplines,5,2,0,0,0,2,0,1,0,2,1,1,0,0,1,2,0,0,17
352,2020,Enrollment,Arizona State University,Human Systems Engineering (Ph.D.),Other Eng. Technology Disciplines,4,1,0,0,1,1,0,0,0,1,0,0,0,0,7,4,1,1,21
353,2020,Enrollment,Arizona State University,Industrial Engineering (Ph.D.),Industrial/Manufacturing/Systems Engineering,17,8,0,0,1,1,0,0,0,0,0,0,0,0,5,1,0,0,33
354,2020,Enrollment,Arizona State University,Materials Science and Engineering (Ph.D.),Metallurgical and Matrls. Engineering,25,8,0,0,5,0,0,0,2,2,0,0,0,0,12,3,2,0,59
355,2020,Enrollment,Arizona State University,Mechanical Engineering (Ph.D.),Mechanical Engineering,64,4,0,0,2,0,0,0,2,0,0,0,0,0,12,1,1,0,86
356,2020,Enrollment,Arizona State University,Systems Engineering (Ph.D.),Engineering (General),13,5,0,0,1,0,0,0,1,1,2,0,0,0,8,1,2,0,34
357,2020,Enrollment,Arkansas Tech University,Computer Engineering (BS),Electrical Engineering,1,0,0,0,1,1,0,0,2,1,5,0,0,0,39,0,2,0,52
358,2020,Enrollment,Arkansas Tech University,Computer Science (BS),Computer Science (inside engineering),7,0,0,0,12,0,1,0,8,0,5,2,1,0,76,13,3,1,129
359,2020,Enrollment,Arkansas Tech University,Cybersecurity (BS),Computer Science (inside engineering),3,2,0,0,5,1,0,0,2,0,1,3,1,0,47,9,9,1,84
360,2020,Enrollment,Arkansas Tech University,Electrical Engineering (BS),Electrical Engineering,4,1,0,0,11,3,1,0,0,0,7,2,0,0,72,10,6,1,118
361,2020,Enrollment,Arkansas Tech University,Mechanical Engineering (BS),Mechanical Engineering,22,2,0,0,18,1,2,0,3,2,9,2,0,0,168,16,19,1,265
362,2020,Enrollment,Arkansas Tech University,Masters of Engineering - Electrical,Electrical Engineering,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
363,2020,Enrollment,Arkansas Tech University,Masters of Engineering - Mechanical,Electrical Engineering,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
